delivery_id,driver_id,pickup_datetime,dropoff_datetime,distance_km,duration_min,order_value,fare,surge_multiplier,platform_fee_rate,tip,driver_payout,rating,cancelled,city
DEL003049,D0166,2024-07-06 18:39:39,2024-07-06 18:43:39,1.528,4,26.44,4.06,1.0,0.243,3.07,6.14,5.0,0,New York
DEL003050,D0185,2024-07-06 15:11:11,2024-07-06 15:35:11,5.164,24,35.79,13.12,1.0,0.184,6.85,17.56,4.6,0,Los Angeles
DEL003051,D0032,2024-07-13 12:35:29,2024-07-13 12:47:29,2.897,12,12.08,8.37,1.0,0.23,0.97,7.41,4.4,0,Chicago
DEL003052,D0067,2024-07-08 08:24:11,2024-07-08 08:38:11,2.399,14,26.12,8.02,1.0,0.249,2.39,8.41,5.0,0,Phoenix
DEL003053,D0018,2024-07-29 21:24:54,2024-07-29 21:45:54,3.624,21,26.25,22.12,1.87,0.279,0.0,15.95,4.0,0,Houston
DEL003054,D0107,2024-07-01 19:52:12,2024-07-01 20:02:12,0.742,10,16.92,5.71,1.0,0.184,2.46,7.12,4.5,0,Houston
DEL003055,D0143,2024-07-01 12:53:33,2024-07-01 12:57:33,0.863,4,27.45,4.02,1.0,0.211,0.0,3.17,5.0,0,Los Angeles
DEL003056,D0039,2024-07-01 12:01:51,2024-07-01 12:31:51,6.423,30,26.2,15.43,1.0,0.226,0.0,11.94,4.7,0,Phoenix
DEL003057,D0194,2024-07-19 20:43:22,2024-07-19 20:54:22,0.901,11,36.92,6.59,1.0,0.272,0.0,4.8,4.9,0,Chicago
DEL003058,D0092,2024-07-22 16:39:44,2024-07-22 16:56:44,1.874,17,20.96,18.14,2.1,0.198,3.14,17.69,5.0,0,New York
DEL003059,D0136,2024-07-11 09:56:38,2024-07-11 10:07:38,1.459,11,22.06,6.46,1.0,0.223,1.1,6.12,4.8,0,New York
DEL003060,D0019,2024-07-22 21:30:20,2024-07-22 21:42:20,1.983,12,17.97,6.94,1.0,0.27,2.75,7.82,4.4,0,Chicago
DEL003061,D0176,2024-07-08 01:05:56,2024-07-08 01:19:56,2.816,14,13.0,8.68,1.0,0.254,2.57,9.05,5.0,0,Chicago
DEL003062,D0128,2024-07-30 07:41:23,2024-07-30 07:59:23,4.777,18,30.19,10.44,1.0,0.181,0.0,8.55,5.0,0,New York
DEL003063,D0146,2024-07-14 07:20:59,2024-07-14 07:45:59,4.645,25,30.71,12.71,1.0,0.259,0.0,9.42,4.5,0,Houston
DEL003064,D0163,2024-07-03 08:20:20,2024-07-03 08:32:20,1.872,12,26.4,7.56,1.0,0.158,0.0,6.37,4.9,0,Chicago
DEL003065,D0046,2024-07-22 12:42:46,2024-07-22 12:58:46,2.375,16,13.3,8.98,1.0,0.187,0.0,7.3,4.5,0,Houston
DEL003066,D0017,2024-07-31 19:42:48,2024-07-31 20:34:48,14.199,52,38.34,54.08,1.97,0.187,4.19,48.16,4.3,0,New York
DEL003067,D0066,2024-07-17 19:39:32,2024-07-17 20:03:32,4.68,24,27.8,12.97,1.0,0.232,0.0,9.96,4.6,0,New York
DEL003068,D0086,2024-07-10 11:06:14,2024-07-10 11:09:14,0.601,3,18.52,4.62,1.0,0.225,0.0,3.58,4.5,0,Phoenix
DEL003069,D0190,2024-07-14 18:54:54,2024-07-14 19:07:54,1.039,13,27.38,6.71,1.0,0.224,0.0,5.21,4.6,0,Chicago
DEL003070,D0112,2024-07-05 09:09:06,2024-07-05 09:30:06,4.606,21,27.17,22.23,1.9,0.232,3.05,20.12,4.9,0,Los Angeles
DEL003071,D0059,2024-07-15 16:58:56,2024-07-15 17:19:56,2.555,21,13.0,10.31,1.0,0.165,0.73,9.34,4.8,0,Phoenix
DEL003072,D0183,2024-07-22 18:34:31,2024-07-22 18:42:31,2.193,8,28.91,0.0,1.4,0.168,0.0,3.63,,1,New York
DEL003073,D0128,2024-07-29 06:20:16,2024-07-29 06:39:16,2.381,19,5.0,9.27,1.0,0.201,0.8,8.21,4.4,0,New York
DEL003074,D0002,2024-07-15 20:53:53,2024-07-15 21:00:53,0.829,7,7.45,4.58,1.0,0.205,0.66,4.3,5.0,0,Chicago
DEL003075,D0048,2024-07-28 21:58:59,2024-07-28 22:09:59,1.938,11,28.32,6.03,1.0,0.233,0.0,4.63,4.4,0,Los Angeles
DEL003076,D0114,2024-07-16 17:49:47,2024-07-16 18:01:47,2.966,12,24.48,11.67,1.65,0.286,0.0,8.33,5.0,0,New York
DEL003077,D0106,2024-07-20 20:49:47,2024-07-20 20:52:47,0.469,3,17.48,3.05,1.0,0.265,1.96,4.2,4.0,0,New York
DEL003078,D0119,2024-07-15 19:07:39,2024-07-15 19:28:39,3.89,21,18.27,12.21,1.0,0.271,0.0,8.9,4.6,0,Houston
DEL003079,D0174,2024-07-09 05:11:01,2024-07-09 05:15:01,1.454,4,16.89,4.28,1.0,0.292,2.38,5.41,4.2,0,Houston
DEL003080,D0017,2024-07-30 12:13:50,2024-07-30 12:30:50,3.308,17,33.1,11.97,1.35,0.251,4.72,13.69,5.0,0,New York
DEL003081,D0076,2024-07-25 21:36:49,2024-07-25 21:44:49,2.283,8,24.68,5.78,1.0,0.283,0.0,4.14,5.0,0,New York
DEL003082,D0045,2024-07-30 14:52:48,2024-07-30 15:32:48,8.97,40,37.93,19.83,1.0,0.257,0.0,14.73,4.4,0,Los Angeles
DEL003083,D0193,2024-07-14 18:33:06,2024-07-14 18:46:06,2.271,13,15.35,7.96,1.0,0.215,2.96,9.21,4.2,0,Houston
DEL003084,D0160,2024-07-27 01:14:56,2024-07-27 01:19:56,0.246,5,24.47,4.41,1.0,0.264,4.23,7.48,4.8,0,Phoenix
DEL003085,D0061,2024-07-09 19:03:00,2024-07-09 19:12:00,1.677,9,17.39,5.91,1.0,0.184,2.11,6.93,4.0,0,Phoenix
DEL003086,D0046,2024-07-17 10:25:12,2024-07-17 10:42:12,2.537,17,12.11,8.78,1.0,0.236,0.73,7.44,4.4,0,Houston
DEL003087,D0096,2024-07-16 20:17:15,2024-07-16 20:26:15,1.122,9,9.45,6.1,1.0,0.225,0.0,4.73,4.4,0,Phoenix
DEL003088,D0053,2024-07-01 21:35:44,2024-07-01 21:42:44,2.289,7,29.01,5.87,1.0,0.196,1.85,6.57,5.0,0,Los Angeles
DEL003089,D0067,2024-07-09 19:36:49,2024-07-09 19:46:49,1.567,10,18.76,5.84,1.0,0.202,0.94,5.6,4.6,0,Phoenix
DEL003090,D0029,2024-07-21 09:29:48,2024-07-21 09:39:48,0.583,10,42.29,6.56,1.0,0.202,4.99,10.22,4.2,0,New York
DEL003091,D0119,2024-07-27 23:13:56,2024-07-27 23:45:56,7.257,32,25.24,16.67,1.0,0.19,0.0,13.5,4.4,0,Houston
DEL003092,D0018,2024-07-10 11:30:26,2024-07-10 11:40:26,2.183,10,19.97,11.19,1.79,0.259,1.17,9.46,4.6,0,Houston
DEL003093,D0022,2024-07-06 21:34:58,2024-07-06 21:54:58,4.79,20,28.88,11.78,1.0,0.209,0.0,9.32,4.7,0,Phoenix
DEL003094,D0043,2024-07-20 14:15:27,2024-07-20 14:33:27,2.914,18,16.03,9.68,1.0,0.198,0.0,7.76,4.5,0,Chicago
DEL003095,D0028,2024-07-04 10:42:32,2024-07-04 10:45:32,0.691,3,27.84,3.62,1.0,0.179,1.42,4.39,4.3,0,Los Angeles
DEL003096,D0168,2024-07-30 08:43:34,2024-07-30 08:59:34,1.674,16,27.22,7.62,1.0,0.258,0.0,5.65,5.0,0,Los Angeles
DEL003097,D0079,2024-07-10 14:38:46,2024-07-10 14:55:46,3.082,17,24.76,9.05,1.0,0.159,3.23,10.84,5.0,0,New York
DEL003098,D0150,2024-07-01 14:57:30,2024-07-01 15:17:30,3.309,20,16.24,10.7,1.0,0.227,1.19,9.46,4.7,0,New York
DEL003099,D0186,2024-07-31 19:52:37,2024-07-31 20:03:37,1.422,11,24.2,5.92,1.0,0.177,0.0,4.87,5.0,0,Los Angeles
DEL003100,D0134,2024-07-26 06:41:52,2024-07-26 06:53:52,2.316,12,26.32,6.97,1.0,0.269,0.0,5.1,4.3,0,Phoenix
DEL003101,D0035,2024-07-23 18:26:07,2024-07-23 18:41:07,3.735,15,19.68,9.57,1.0,0.16,1.14,9.18,4.3,0,New York
DEL003102,D0178,2024-07-29 14:54:34,2024-07-29 15:01:34,0.731,7,30.06,5.22,1.0,0.226,3.17,7.21,4.1,0,Los Angeles
DEL003103,D0028,2024-07-25 09:43:01,2024-07-25 10:04:01,6.129,21,32.39,22.62,1.76,0.222,0.0,17.6,3.8,0,Los Angeles
DEL003104,D0179,2024-07-19 13:44:52,2024-07-19 14:08:52,5.043,24,24.46,13.54,1.0,0.209,3.95,14.66,4.7,0,Chicago
DEL003105,D0017,2024-07-18 18:06:08,2024-07-18 18:22:08,1.617,16,28.24,8.19,1.0,0.216,2.91,9.33,5.0,0,New York
DEL003106,D0036,2024-07-29 18:10:21,2024-07-29 18:29:21,4.855,19,15.08,11.12,1.0,0.188,0.0,9.03,3.9,0,Phoenix
DEL003107,D0174,2024-07-31 18:48:28,2024-07-31 19:02:28,1.39,14,9.07,7.39,1.0,0.198,0.0,5.93,4.2,0,Houston
DEL003108,D0028,2024-07-30 02:17:40,2024-07-30 02:32:40,0.2,15,26.06,6.48,1.0,0.239,0.0,4.93,4.3,0,Los Angeles
DEL003109,D0101,2024-07-29 23:19:04,2024-07-29 23:39:04,2.82,20,16.69,9.53,1.0,0.154,0.0,8.06,5.0,0,Houston
DEL003110,D0042,2024-07-02 18:35:50,2024-07-02 18:53:50,3.894,18,27.25,9.96,1.0,0.263,1.48,8.82,5.0,0,Chicago
DEL003111,D0186,2024-07-13 18:43:39,2024-07-13 18:54:39,2.348,11,25.12,6.94,1.0,0.152,2.32,8.21,5.0,0,Los Angeles
DEL003112,D0118,2024-07-25 10:38:51,2024-07-25 10:41:51,0.749,3,26.77,3.29,1.0,0.279,4.78,7.15,4.9,0,Los Angeles
DEL003113,D0081,2024-07-12 12:29:33,2024-07-12 12:55:33,5.871,26,36.81,18.03,1.27,0.292,3.56,16.33,4.5,0,Phoenix
DEL003114,D0161,2024-07-29 17:34:06,2024-07-29 17:57:06,3.866,23,29.59,14.34,1.34,0.281,4.79,15.1,4.9,0,Chicago
DEL003115,D0160,2024-07-02 12:20:00,2024-07-02 12:26:00,1.65,6,20.81,4.88,1.0,0.166,1.13,5.2,4.6,0,Phoenix
DEL003116,D0154,2024-07-20 21:20:10,2024-07-20 21:37:10,3.821,17,20.09,10.33,1.0,0.262,0.0,7.62,5.0,0,Phoenix
DEL003117,D0027,2024-07-20 08:29:02,2024-07-20 08:43:02,3.654,14,30.63,9.59,1.0,0.181,5.79,13.64,5.0,0,New York
DEL003118,D0126,2024-07-03 01:34:11,2024-07-03 01:42:11,1.374,8,16.21,4.88,1.0,0.202,0.0,3.89,4.4,0,Los Angeles
DEL003119,D0042,2024-07-06 20:00:35,2024-07-06 20:09:35,0.854,9,24.31,5.96,1.0,0.218,0.0,4.66,4.8,0,Chicago
DEL003120,D0056,2024-07-02 13:19:42,2024-07-02 13:30:42,2.346,11,39.63,6.67,1.0,0.193,0.0,5.38,4.3,0,Los Angeles
DEL003121,D0161,2024-07-23 12:54:47,2024-07-23 13:16:47,3.876,22,23.89,14.93,1.38,0.238,0.0,11.38,4.4,0,Chicago
DEL003122,D0131,2024-07-12 01:59:28,2024-07-12 02:11:28,2.139,12,24.29,6.91,1.0,0.179,0.0,5.67,4.3,0,Phoenix
DEL003123,D0066,2024-07-11 03:22:46,2024-07-11 03:48:46,6.861,26,37.46,14.18,1.0,0.241,0.0,10.76,4.9,0,New York
DEL003124,D0071,2024-07-29 13:13:01,2024-07-29 13:23:01,2.007,10,29.27,13.14,2.06,0.201,0.0,10.5,4.7,0,Los Angeles
DEL003125,D0037,2024-07-05 18:49:36,2024-07-05 19:28:36,7.503,39,40.03,19.41,1.0,0.158,3.54,19.88,4.8,0,Los Angeles
DEL003126,D0035,2024-07-15 14:36:03,2024-07-15 15:08:03,5.766,32,28.97,15.97,1.0,0.298,2.46,13.67,4.2,0,New York
DEL003127,D0174,2024-07-01 19:33:30,2024-07-01 19:43:30,0.532,10,26.5,5.26,1.0,0.209,0.0,4.16,4.1,0,Houston
DEL003128,D0176,2024-07-02 06:48:13,2024-07-02 06:53:13,1.16,5,18.01,5.42,1.0,0.195,0.0,4.36,5.0,0,Chicago
DEL003129,D0057,2024-07-12 12:18:19,2024-07-12 12:29:19,2.023,11,25.85,10.83,1.56,0.197,3.98,12.68,4.2,0,Phoenix
DEL003130,D0095,2024-07-03 14:17:42,2024-07-03 14:29:42,2.012,12,11.44,7.34,1.0,0.177,2.27,8.31,4.4,0,Chicago
DEL003131,D0040,2024-07-20 20:23:10,2024-07-20 20:38:10,2.879,15,7.18,8.68,1.0,0.261,1.42,7.83,4.7,0,Chicago
DEL003132,D0150,2024-07-07 07:58:22,2024-07-07 08:12:22,2.646,14,20.83,9.04,1.0,0.193,1.9,9.2,4.9,0,New York
DEL003133,D0027,2024-07-16 21:49:11,2024-07-16 22:08:11,2.637,19,7.23,10.1,1.0,0.286,0.0,7.21,4.5,0,New York
DEL003134,D0171,2024-07-01 13:13:59,2024-07-01 13:28:59,1.886,15,17.62,7.58,1.0,0.237,0.0,5.78,5.0,0,New York
DEL003135,D0048,2024-07-02 12:19:30,2024-07-02 12:36:30,4.089,17,26.23,24.38,2.44,0.249,3.83,22.14,4.0,0,Los Angeles
DEL003136,D0076,2024-07-16 13:14:38,2024-07-16 13:33:38,3.843,19,25.55,10.38,1.0,0.291,1.64,9.0,4.3,0,New York
DEL003137,D0050,2024-07-12 17:20:00,2024-07-12 17:41:00,2.65,21,11.8,9.06,1.0,0.219,0.8,7.88,4.4,0,Phoenix
DEL003138,D0107,2024-07-17 19:13:06,2024-07-17 19:17:06,0.282,4,17.95,3.41,1.0,0.296,0.0,2.4,5.0,0,Houston
DEL003139,D0141,2024-07-03 00:15:25,2024-07-03 00:28:25,1.477,13,20.08,6.91,1.0,0.169,1.96,7.7,4.9,0,Chicago
DEL003140,D0091,2024-07-04 21:49:30,2024-07-04 22:08:30,2.971,19,21.45,10.55,1.0,0.17,0.0,8.76,4.1,0,Phoenix
DEL003141,D0018,2024-07-23 15:27:49,2024-07-23 16:00:49,5.447,33,20.72,15.2,1.0,0.254,0.0,11.34,4.8,0,Houston
DEL003142,D0029,2024-07-30 13:20:45,2024-07-30 13:38:45,3.331,18,26.01,10.44,1.0,0.238,0.0,7.96,4.5,0,New York
DEL003143,D0125,2024-07-29 19:10:43,2024-07-29 19:41:43,5.126,31,20.3,13.68,1.0,0.186,2.13,13.27,4.4,0,Houston
DEL003144,D0097,2024-07-05 14:32:20,2024-07-05 14:56:20,3.58,24,14.86,11.93,1.0,0.202,0.0,9.52,5.0,0,Chicago
DEL003145,D0036,2024-07-03 13:03:33,2024-07-03 13:17:33,2.939,14,17.11,8.79,1.0,0.25,2.06,8.65,5.0,0,Phoenix
DEL003146,D0050,2024-07-05 12:29:19,2024-07-05 12:44:19,2.485,15,14.37,8.83,1.0,0.284,2.33,8.65,4.9,0,Phoenix
DEL003147,D0193,2024-07-11 13:09:19,2024-07-11 13:22:19,2.638,13,20.72,7.62,1.0,0.285,2.76,8.21,4.5,0,Houston
DEL003148,D0009,2024-07-15 06:50:54,2024-07-15 07:02:54,2.28,12,18.71,7.54,1.0,0.182,1.67,7.84,4.3,0,Phoenix
DEL003149,D0054,2024-07-28 14:16:18,2024-07-28 14:35:18,3.12,19,28.92,9.87,1.0,0.203,0.0,7.87,4.3,0,New York
DEL003150,D0029,2024-07-12 15:34:01,2024-07-12 15:53:01,3.654,19,32.2,10.22,1.0,0.277,3.65,11.04,4.7,0,New York
DEL003151,D0067,2024-07-05 21:04:44,2024-07-05 21:16:44,1.823,12,35.52,6.07,1.0,0.224,0.0,4.71,4.6,0,Phoenix
DEL003152,D0139,2024-07-30 23:27:59,2024-07-31 00:13:59,9.544,46,27.1,22.64,1.0,0.172,4.91,23.66,4.6,0,Houston
DEL003153,D0182,2024-07-09 20:35:04,2024-07-09 20:43:04,2.558,8,14.77,7.05,1.0,0.224,1.98,7.45,4.6,0,Los Angeles
DEL003154,D0196,2024-07-10 00:52:35,2024-07-10 01:15:35,4.643,23,20.4,12.35,1.0,0.254,1.8,11.01,4.5,0,Phoenix
DEL003155,D0151,2024-07-09 07:44:19,2024-07-09 08:16:19,6.626,32,30.57,16.14,1.0,0.289,0.0,11.48,4.8,0,Chicago
DEL003156,D0055,2024-07-16 19:30:51,2024-07-16 19:37:51,0.743,7,19.65,5.49,1.0,0.189,2.71,7.16,4.8,0,New York
DEL003157,D0020,2024-07-28 21:22:27,2024-07-28 21:25:27,0.979,3,25.74,3.99,1.0,0.295,3.37,6.18,4.7,0,Phoenix
DEL003158,D0099,2024-07-19 16:47:30,2024-07-19 17:18:30,12.153,31,28.34,20.81,1.0,0.258,2.22,17.66,4.7,0,Phoenix
DEL003159,D0154,2024-07-20 18:04:19,2024-07-20 18:18:19,3.581,14,32.8,8.72,1.0,0.268,0.0,6.38,4.8,0,Phoenix
DEL003160,D0085,2024-07-30 18:56:24,2024-07-30 19:04:24,3.273,8,44.95,7.55,1.0,0.283,4.8,10.21,5.0,0,Chicago
DEL003161,D0050,2024-07-17 04:37:36,2024-07-17 04:59:36,5.999,22,30.51,12.97,1.0,0.239,3.41,13.28,4.5,0,Phoenix
DEL003162,D0133,2024-07-03 17:35:21,2024-07-03 17:44:21,2.141,9,22.14,7.36,1.0,0.258,0.0,5.46,5.0,0,Los Angeles
DEL003163,D0171,2024-07-12 20:43:45,2024-07-12 20:57:45,2.481,14,21.78,7.66,1.0,0.286,3.74,9.21,4.9,0,New York
DEL003164,D0133,2024-07-29 14:33:18,2024-07-29 14:40:18,0.318,7,39.78,7.14,2.01,0.227,7.67,13.19,4.1,0,Los Angeles
DEL003165,D0163,2024-07-14 19:32:49,2024-07-14 19:48:49,3.947,16,18.89,10.22,1.0,0.291,0.0,7.25,4.9,0,Chicago
DEL003166,D0024,2024-07-30 19:37:23,2024-07-30 19:54:23,4.551,17,26.03,11.61,1.0,0.253,0.0,8.67,4.3,0,Phoenix
DEL003167,D0015,2024-07-24 13:45:36,2024-07-24 14:02:36,3.581,17,19.35,9.78,1.0,0.169,1.08,9.21,4.5,0,Chicago
DEL003168,D0057,2024-07-06 20:03:11,2024-07-06 20:26:11,4.382,23,13.02,11.99,1.0,0.281,1.14,9.76,4.7,0,Phoenix
DEL003169,D0065,2024-07-27 18:57:42,2024-07-27 19:14:42,2.472,17,18.39,10.43,1.0,0.263,0.0,7.69,5.0,0,Los Angeles
DEL003170,D0010,2024-07-15 17:12:40,2024-07-15 17:46:40,5.39,34,39.85,15.5,1.0,0.187,0.0,12.6,4.5,0,Phoenix
DEL003171,D0014,2024-07-23 01:21:48,2024-07-23 01:43:48,4.308,22,24.21,11.99,1.0,0.223,1.6,10.92,5.0,0,Houston
DEL003172,D0180,2024-07-16 20:50:17,2024-07-16 21:10:17,3.927,20,28.28,10.74,1.0,0.165,2.48,11.45,5.0,0,Phoenix
DEL003173,D0154,2024-07-08 17:25:33,2024-07-08 17:28:33,0.951,3,12.41,3.77,1.0,0.165,2.25,5.4,3.9,0,Phoenix
DEL003174,D0128,2024-07-02 11:32:21,2024-07-02 11:59:21,5.595,27,20.33,15.19,1.0,0.2,0.0,12.15,4.5,0,New York
DEL003175,D0161,2024-07-04 18:39:31,2024-07-04 18:45:31,1.158,6,25.49,5.41,1.0,0.155,1.39,5.96,4.1,0,Chicago
DEL003176,D0114,2024-07-17 18:56:52,2024-07-17 19:07:52,1.653,11,13.2,7.08,1.0,0.265,0.0,5.2,4.5,0,New York
DEL003177,D0008,2024-07-28 18:10:53,2024-07-28 18:24:53,3.794,14,18.66,9.42,1.0,0.204,1.85,9.35,5.0,0,Los Angeles
DEL003178,D0060,2024-07-16 08:55:27,2024-07-16 09:18:27,5.159,23,24.34,27.78,2.24,0.161,0.0,23.31,4.5,0,Phoenix
DEL003179,D0195,2024-07-19 05:53:42,2024-07-19 06:00:42,0.2,7,21.44,5.25,1.0,0.193,4.13,8.37,4.5,0,Chicago
DEL003180,D0009,2024-07-23 22:00:49,2024-07-23 22:17:49,2.604,17,33.56,9.1,1.0,0.173,3.77,11.3,5.0,0,Phoenix
DEL003181,D0184,2024-07-20 01:47:07,2024-07-20 01:56:07,1.387,9,21.28,5.59,1.0,0.195,3.99,8.49,4.1,0,Chicago
DEL003182,D0182,2024-07-01 12:54:34,2024-07-01 13:10:34,2.871,16,16.21,8.77,1.0,0.181,0.0,7.18,4.1,0,Los Angeles
DEL003183,D0103,2024-07-07 19:20:22,2024-07-07 19:32:22,0.891,12,7.77,6.3,1.0,0.2,0.0,5.04,4.8,0,Houston
DEL003184,D0034,2024-07-03 19:20:52,2024-07-03 19:32:52,0.718,12,26.22,6.5,1.0,0.229,4.77,9.78,5.0,0,Los Angeles
DEL003185,D0138,2024-07-06 03:20:03,2024-07-06 03:38:03,2.207,18,24.75,8.39,1.0,0.234,4.75,11.18,4.7,0,Phoenix
DEL003186,D0200,2024-07-11 14:57:21,2024-07-11 15:08:21,1.656,11,24.29,16.25,2.39,0.209,0.0,12.85,4.6,0,Phoenix
DEL003187,D0121,2024-07-10 13:25:08,2024-07-10 13:59:08,7.589,34,33.3,38.14,2.1,0.256,1.68,30.06,4.9,0,New York
DEL003188,D0095,2024-07-25 19:25:36,2024-07-25 19:41:36,4.82,16,17.32,10.89,1.0,0.239,3.26,11.55,4.2,0,Chicago
DEL003189,D0037,2024-07-03 19:40:21,2024-07-03 19:58:21,3.353,18,26.76,9.92,1.0,0.232,0.0,7.62,4.9,0,Los Angeles
DEL003190,D0080,2024-07-21 05:40:18,2024-07-21 05:43:18,1.598,3,27.91,4.03,1.0,0.18,1.96,5.26,5.0,0,Los Angeles
DEL003191,D0067,2024-07-19 20:15:37,2024-07-19 20:23:37,0.205,8,22.27,4.93,1.0,0.201,2.71,6.65,4.2,0,Phoenix
DEL003192,D0016,2024-07-06 06:18:15,2024-07-06 06:32:15,3.513,14,24.5,9.77,1.0,0.168,0.0,8.13,4.2,0,Los Angeles
DEL003193,D0082,2024-07-07 20:58:15,2024-07-07 21:09:15,2.595,11,31.65,8.72,1.0,0.257,3.72,10.2,4.4,0,Chicago
DEL003194,D0167,2024-07-08 18:26:49,2024-07-08 18:36:49,1.542,10,11.19,6.14,1.0,0.271,1.47,5.95,4.0,0,Los Angeles
DEL003195,D0088,2024-07-13 12:33:05,2024-07-13 12:39:05,1.382,6,5.0,5.34,1.0,0.197,0.91,5.2,3.8,0,Los Angeles
DEL003196,D0118,2024-07-21 05:57:06,2024-07-21 06:18:06,4.362,21,37.18,12.9,1.0,0.222,0.0,10.04,4.1,0,Los Angeles
DEL003197,D0174,2024-07-16 18:13:21,2024-07-16 18:21:21,1.218,8,13.68,6.25,1.0,0.291,0.0,4.43,4.4,0,Houston
DEL003198,D0017,2024-07-20 20:02:23,2024-07-20 20:23:23,4.591,21,34.71,30.48,2.48,0.25,1.76,24.62,4.6,0,New York
DEL003199,D0041,2024-07-27 00:31:13,2024-07-27 01:00:13,7.89,29,36.35,17.9,1.0,0.286,2.75,15.53,4.6,0,Los Angeles
DEL003200,D0115,2024-07-21 07:54:32,2024-07-21 08:16:32,7.393,22,16.4,15.08,1.0,0.274,1.94,12.89,4.7,0,Phoenix
DEL003201,D0111,2024-07-14 14:33:48,2024-07-14 15:12:48,6.583,39,46.49,17.71,1.0,0.198,0.0,14.2,4.8,0,Los Angeles
DEL003202,D0092,2024-07-02 18:36:51,2024-07-02 18:49:51,3.408,13,21.18,9.53,1.0,0.248,2.17,9.34,4.3,0,New York
DEL003203,D0158,2024-07-30 18:44:58,2024-07-30 18:59:58,3.499,15,29.43,8.01,1.0,0.214,2.81,9.11,5.0,0,New York
DEL003204,D0071,2024-07-14 21:32:29,2024-07-14 21:35:29,0.2,3,31.17,3.02,1.0,0.163,0.0,2.53,4.7,0,Los Angeles
DEL003205,D0074,2024-07-18 06:45:15,2024-07-18 07:00:15,4.262,15,26.63,9.43,1.0,0.281,0.0,6.78,4.7,0,New York
DEL003206,D0119,2024-07-23 07:31:07,2024-07-23 07:38:07,1.18,7,23.46,4.33,1.0,0.228,0.0,3.34,4.2,0,Houston
DEL003207,D0101,2024-07-21 20:35:07,2024-07-21 21:04:07,6.502,29,34.14,16.87,1.0,0.269,0.0,12.33,5.0,0,Houston
DEL003208,D0165,2024-07-14 20:49:53,2024-07-14 21:09:53,4.486,20,30.55,12.14,1.0,0.209,3.99,13.59,4.4,0,Chicago
DEL003209,D0159,2024-07-25 20:57:04,2024-07-25 21:09:04,1.789,12,14.23,7.1,1.0,0.196,2.06,7.77,4.2,0,Chicago
DEL003210,D0106,2024-07-18 22:14:46,2024-07-18 22:21:46,2.053,7,18.36,6.9,1.0,0.18,1.9,7.56,5.0,0,New York
DEL003211,D0148,2024-07-22 01:16:06,2024-07-22 01:30:06,1.473,14,37.21,0.0,1.0,0.21,0.0,3.84,,1,Phoenix
DEL003212,D0027,2024-07-06 21:22:12,2024-07-06 21:31:12,1.468,9,28.54,5.98,1.0,0.228,0.0,4.62,3.6,0,New York
DEL003213,D0034,2024-07-02 10:08:25,2024-07-02 10:14:25,2.149,6,36.72,5.38,1.0,0.23,4.57,8.71,4.8,0,Los Angeles
DEL003214,D0066,2024-07-02 21:04:41,2024-07-02 21:13:41,1.382,9,20.55,6.04,1.0,0.163,0.0,5.06,4.9,0,New York
DEL003215,D0066,2024-07-05 18:46:41,2024-07-05 18:51:41,1.981,5,19.65,0.0,1.0,0.244,0.0,1.06,,1,New York
DEL003216,D0136,2024-07-14 04:03:45,2024-07-14 04:21:45,5.213,18,40.46,11.48,1.0,0.244,0.0,8.68,4.7,0,New York
DEL003217,D0141,2024-07-14 06:13:10,2024-07-14 06:25:10,2.035,12,17.23,6.84,1.0,0.159,0.0,5.75,4.8,0,Chicago
DEL003218,D0167,2024-07-27 19:03:39,2024-07-27 19:14:39,1.607,11,8.2,6.84,1.0,0.216,0.0,5.36,4.8,0,Los Angeles
DEL003219,D0017,2024-07-31 21:09:48,2024-07-31 21:18:48,1.153,9,33.11,5.7,1.0,0.229,0.0,4.39,4.5,0,New York
DEL003220,D0082,2024-07-28 15:47:24,2024-07-28 15:58:24,1.078,11,27.3,8.86,1.52,0.239,0.0,6.74,4.3,0,Chicago
DEL003221,D0060,2024-07-10 10:23:05,2024-07-10 11:27:05,12.642,64,30.86,52.45,1.83,0.188,0.0,42.59,5.0,0,Phoenix
DEL003222,D0055,2024-07-10 12:16:53,2024-07-10 12:25:53,1.23,9,20.27,5.67,1.0,0.209,0.0,4.48,4.9,0,New York
DEL003223,D0074,2024-07-21 06:34:53,2024-07-21 07:03:53,4.873,29,32.89,14.12,1.0,0.241,6.26,16.98,4.4,0,New York
DEL003224,D0180,2024-07-26 14:44:24,2024-07-26 14:59:24,2.499,15,29.54,8.19,1.0,0.266,4.4,10.41,5.0,0,Phoenix
DEL003225,D0109,2024-07-20 14:41:10,2024-07-20 15:08:10,4.135,27,22.91,12.49,1.0,0.25,0.0,9.37,4.6,0,Los Angeles
DEL003226,D0161,2024-07-02 18:49:50,2024-07-02 18:58:50,1.598,9,16.38,5.48,1.0,0.241,0.0,4.16,4.5,0,Chicago
DEL003227,D0045,2024-07-07 04:23:12,2024-07-07 04:44:12,5.043,21,34.82,12.42,1.0,0.24,2.49,11.93,5.0,0,Los Angeles
DEL003228,D0195,2024-07-17 14:38:20,2024-07-17 15:03:20,3.114,25,5.36,11.45,1.0,0.174,0.49,9.95,5.0,0,Chicago
